Age,Gender,Education,Skills,Interests,Job_Title,Industry,Salary_Range,Growth_Rate
47,Male,High School,"Design, Java, Python",Education,Data Scientist,Tech,$90k–$140k,0.08
61,Female,High School,"Management, Communication, Java","Finance, Education",Graphic Designer,Creative,$40k–$60k,0.03
26,Female,Bachelor’s,"Python, Design, Data Analysis, Communication","Technology, Finance",Data Scientist,Tech,$90k–$140k,0.08
32,Male,High School,"Python, Management","Finance, Education",Data Scientist,Tech,$90k–$140k,0.08
65,Female,PhD,"Design, Python","Healthcare, Technology",Data Scientist,Tech,$90k–$140k,0.08
37,Male,Master’s,"Design, Management",Education,Data Scientist,Tech,$90k–$140k,0.08
30,Other,Master’s,"Python, Management","Education, Finance",Software Engineer,Tech,$80k–$120k,0.07
61,Male,High School,"Python, Java","Healthcare, Education, Art",Graphic Designer,Creative,$40k–$60k,0.03
64,Other,Bachelor’s,"Java, Python","Education, Healthcare",Data Scientist,Tech,$90k–$140k,0.08
57,Other,Master’s,"Management, Communication, Java",Finance,Data Scientist,Tech,$90k–$140k,0.08
19,Male,PhD,"Python, Management","Finance, Healthcare, Art",Software Engineer,Tech,$80k–$120k,0.07
19,Other,PhD,"Java, Communication, Design, Management","Technology, Education, Finance",Graphic Designer,Creative,$40k–$60k,0.03
25,Female,High School,"Java, Python",Education,Data Scientist,Tech,$90k–$140k,0.08
29,Male,PhD,"Python, Management","Technology, Healthcare, Art",Data Scientist,Tech,$90k–$140k,0.08
25,Other,High School,"Communication, Python, Design, Java","Healthcare, Technology",Data Scientist,Tech,$90k–$140k,0.08
42,Other,Master’s,"Design, Management","Technology, Education, Healthcare",Data Scientist,Tech,$90k–$140k,0.08
38,Female,Master’s,"Python, Communication, Management, Design","Technology, Art",Software Engineer,Tech,$80k–$120k,0.07
60,Other,Bachelor’s,"Management, Python","Education, Healthcare",Data Scientist,Tech,$90k–$140k,0.08
57,Other,High School,"Python, Data Analysis",Technology,Data Scientist,Tech,$90k–$140k,0.08
26,Other,Master’s,"Data Analysis, Management, Design","Healthcare, Finance",Software Engineer,Tech,$80k–$120k,0.07
38,Female,High School,"Python, Communication, Data Analysis, Management",Healthcare,Graphic Designer,Creative,$40k–$60k,0.03
33,Other,PhD,"Java, Python, Data Analysis","Education, Art",Graphic Designer,Creative,$40k–$60k,0.03
64,Other,High School,"Java, Python, Management","Art, Finance, Education",Software Engineer,Tech,$80k–$120k,0.07
65,Female,High School,"Communication, Design",Finance,Software Engineer,Tech,$80k–$120k,0.07
28,Female,Bachelor’s,"Communication, Java, Design","Education, Art, Finance",Graphic Designer,Creative,$40k–$60k,0.03
28,Other,High School,"Design, Data Analysis","Healthcare, Art",Software Engineer,Tech,$80k–$120k,0.07
41,Other,Master’s,"Data Analysis, Python, Java, Communication","Art, Technology, Healthcare",Software Engineer,Tech,$80k–$120k,0.07
19,Other,High School,"Management, Communication, Python","Education, Technology",Graphic Designer,Creative,$40k–$60k,0.03
42,Other,Bachelor’s,"Communication, Management, Data Analysis, Java","Technology, Healthcare",Data Scientist,Tech,$90k–$140k,0.08
20,Other,Master’s,"Data Analysis, Python",Finance,Data Scientist,Tech,$90k–$140k,0.08
63,Other,PhD,"Management, Python, Communication","Finance, Technology, Art",Data Scientist,Tech,$90k–$140k,0.08
50,Other,High School,"Communication, Python, Java, Management","Finance, Healthcare",Data Scientist,Tech,$90k–$140k,0.08
37,Female,Bachelor’s,"Management, Java","Education, Art",Graphic Designer,Creative,$40k–$60k,0.03
27,Other,High School,"Python, Management, Java, Design",Art,Graphic Designer,Creative,$40k–$60k,0.03
58,Female,Bachelor’s,"Communication, Python",Education,Graphic Designer,Creative,$40k–$60k,0.03
49,Male,Bachelor’s,"Communication, Management, Python","Education, Finance",Software Engineer,Tech,$80k–$120k,0.07
42,Female,Master’s,"Management, Python, Data Analysis","Healthcare, Finance, Art",Software Engineer,Tech,$80k–$120k,0.07
55,Female,High School,"Management, Data Analysis",Education,Software Engineer,Tech,$80k–$120k,0.07
29,Female,High School,"Data Analysis, Communication, Python, Design","Healthcare, Finance, Technology",Software Engineer,Tech,$80k–$120k,0.07
31,Other,High School,"Java, Data Analysis, Python, Design",Healthcare,Software Engineer,Tech,$80k–$120k,0.07
25,Female,Bachelor’s,"Java, Design, Communication, Python",Technology,Graphic Designer,Creative,$40k–$60k,0.03
48,Other,High School,"Design, Java",Technology,Graphic Designer,Creative,$40k–$60k,0.03
59,Male,High School,"Python, Communication","Finance, Healthcare, Art",Data Scientist,Tech,$90k–$140k,0.08
56,Female,Master’s,"Python, Data Analysis, Java, Management","Technology, Education",Data Scientist,Tech,$90k–$140k,0.08
48,Female,PhD,"Design, Communication",Technology,Data Scientist,Tech,$90k–$140k,0.08
56,Female,Bachelor’s,"Data Analysis, Java",Technology,Data Scientist,Tech,$90k–$140k,0.08
65,Other,High School,"Data Analysis, Java, Design, Communication","Technology, Education",Graphic Designer,Creative,$40k–$60k,0.03
48,Other,High School,"Design, Data Analysis, Python, Communication","Technology, Art",Graphic Designer,Creative,$40k–$60k,0.03
60,Female,PhD,"Data Analysis, Design, Management",Art,Data Scientist,Tech,$90k–$140k,0.08
61,Other,High School,"Java, Management","Education, Healthcare, Finance",Graphic Designer,Creative,$40k–$60k,0.03
63,Male,Bachelor’s,"Communication, Management, Java, Data Analysis",Technology,Software Engineer,Tech,$80k–$120k,0.07
29,Other,PhD,"Java, Python, Communication",Technology,Graphic Designer,Creative,$40k–$60k,0.03
60,Female,Bachelor’s,"Communication, Data Analysis, Java","Healthcare, Finance",Graphic Designer,Creative,$40k–$60k,0.03
42,Male,High School,"Design, Data Analysis","Art, Education, Technology",Software Engineer,Tech,$80k–$120k,0.07
46,Male,Bachelor’s,"Data Analysis, Java, Communication, Design","Healthcare, Finance, Education",Software Engineer,Tech,$80k–$120k,0.07
53,Male,Master’s,"Communication, Design",Technology,Graphic Designer,Creative,$40k–$60k,0.03
32,Female,Master’s,"Communication, Python, Management, Java","Technology, Healthcare, Finance",Data Scientist,Tech,$90k–$140k,0.08
20,Other,PhD,"Communication, Python, Java","Art, Education",Graphic Designer,Creative,$40k–$60k,0.03
45,Female,Master’s,"Communication, Management",Technology,Data Scientist,Tech,$90k–$140k,0.08
21,Male,Master’s,"Data Analysis, Design, Python","Finance, Healthcare, Technology",Data Scientist,Tech,$90k–$140k,0.08
25,Female,PhD,"Java, Management, Data Analysis",Technology,Software Engineer,Tech,$80k–$120k,0.07
32,Other,Bachelor’s,"Data Analysis, Python",Healthcare,Software Engineer,Tech,$80k–$120k,0.07
34,Male,Bachelor’s,"Java, Python, Communication, Management","Education, Art, Finance",Data Scientist,Tech,$90k–$140k,0.08
19,Male,High School,"Design, Communication, Python","Technology, Healthcare, Art",Graphic Designer,Creative,$40k–$60k,0.03
28,Male,Master’s,"Python, Data Analysis, Communication","Art, Healthcare",Graphic Designer,Creative,$40k–$60k,0.03
59,Female,High School,"Communication, Data Analysis, Python",Art,Graphic Designer,Creative,$40k–$60k,0.03
26,Other,High School,"Design, Communication",Technology,Software Engineer,Tech,$80k–$120k,0.07
24,Male,Bachelor’s,"Management, Communication, Java, Design",Finance,Data Scientist,Tech,$90k–$140k,0.08
61,Male,PhD,"Management, Communication, Data Analysis","Finance, Art, Education",Graphic Designer,Creative,$40k–$60k,0.03
26,Male,Bachelor’s,"Java, Management, Data Analysis","Healthcare, Education",Graphic Designer,Creative,$40k–$60k,0.03
54,Male,PhD,"Data Analysis, Management, Java","Technology, Finance, Art",Graphic Designer,Creative,$40k–$60k,0.03
54,Male,High School,"Data Analysis, Design, Python, Management","Art, Finance, Education",Graphic Designer,Creative,$40k–$60k,0.03
40,Female,High School,"Python, Data Analysis, Design, Java","Education, Art",Data Scientist,Tech,$90k–$140k,0.08
25,Male,PhD,"Communication, Data Analysis, Management, Python","Art, Healthcare, Education",Data Scientist,Tech,$90k–$140k,0.08
56,Female,High School,"Data Analysis, Communication, Python","Finance, Technology",Software Engineer,Tech,$80k–$120k,0.07
37,Other,Master’s,"Communication, Data Analysis, Design",Finance,Data Scientist,Tech,$90k–$140k,0.08
58,Male,Master’s,"Design, Communication",Finance,Graphic Designer,Creative,$40k–$60k,0.03
50,Other,High School,"Data Analysis, Python, Design","Healthcare, Art, Technology",Graphic Designer,Creative,$40k–$60k,0.03
25,Male,High School,"Communication, Python, Management",Art,Graphic Designer,Creative,$40k–$60k,0.03
42,Other,PhD,"Python, Java","Education, Art",Data Scientist,Tech,$90k–$140k,0.08
58,Other,High School,"Data Analysis, Communication","Technology, Education, Art",Software Engineer,Tech,$80k–$120k,0.07
51,Female,Master’s,"Communication, Design, Data Analysis","Technology, Education",Data Scientist,Tech,$90k–$140k,0.08
63,Female,Master’s,"Java, Python, Design","Finance, Technology",Data Scientist,Tech,$90k–$140k,0.08
30,Male,High School,"Design, Java, Communication, Management","Education, Healthcare, Technology",Software Engineer,Tech,$80k–$120k,0.07
48,Male,Master’s,"Communication, Python, Management","Finance, Education",Software Engineer,Tech,$80k–$120k,0.07
50,Female,Bachelor’s,"Design, Data Analysis, Management, Python","Art, Technology",Software Engineer,Tech,$80k–$120k,0.07
58,Male,High School,"Python, Design, Management","Art, Education, Healthcare",Software Engineer,Tech,$80k–$120k,0.07
26,Male,Master’s,"Management, Java, Communication",Art,Graphic Designer,Creative,$40k–$60k,0.03
54,Male,High School,"Design, Communication, Python","Finance, Education, Art",Data Scientist,Tech,$90k–$140k,0.08
46,Other,Master’s,"Communication, Java","Technology, Finance, Education",Graphic Designer,Creative,$40k–$60k,0.03
55,Male,PhD,"Data Analysis, Python","Finance, Education, Healthcare",Data Scientist,Tech,$90k–$140k,0.08
29,Female,PhD,"Communication, Python",Healthcare,Data Scientist,Tech,$90k–$140k,0.08
61,Female,Bachelor’s,"Java, Design","Technology, Education",Software Engineer,Tech,$80k–$120k,0.07
25,Other,Master’s,"Management, Data Analysis, Python","Finance, Art",Software Engineer,Tech,$80k–$120k,0.07
31,Male,Bachelor’s,"Communication, Java, Data Analysis",Finance,Data Scientist,Tech,$90k–$140k,0.08
42,Other,High School,"Python, Communication, Java, Data Analysis",Education,Graphic Designer,Creative,$40k–$60k,0.03
30,Other,PhD,"Management, Python, Java","Technology, Education",Data Scientist,Tech,$90k–$140k,0.08
19,Female,Bachelor’s,"Python, Design, Java, Management","Education, Technology",Graphic Designer,Creative,$40k–$60k,0.03
57,Male,Master’s,"Communication, Management, Python","Finance, Healthcare, Education",Graphic Designer,Creative,$40k–$60k,0.03
50,Female,PhD,"Data Analysis, Design","Education, Art, Healthcare",Software Engineer,Tech,$80k–$120k,0.07
22,Male,Bachelor’s,"Java, Design, Data Analysis",Healthcare,Software Engineer,Tech,$80k–$120k,0.07
45,Other,Bachelor’s,"Design, Communication, Data Analysis, Java","Education, Healthcare",Graphic Designer,Creative,$40k–$60k,0.03
33,Male,PhD,"Design, Data Analysis, Management, Communication","Art, Healthcare",Software Engineer,Tech,$80k–$120k,0.07
33,Male,Master’s,"Management, Communication, Data Analysis, Java","Technology, Art",Graphic Designer,Creative,$40k–$60k,0.03
53,Other,Master’s,"Communication, Data Analysis, Python",Art,Data Scientist,Tech,$90k–$140k,0.08
33,Other,PhD,"Management, Communication, Design, Data Analysis","Healthcare, Finance",Software Engineer,Tech,$80k–$120k,0.07
26,Other,High School,"Python, Java","Art, Technology, Healthcare",Software Engineer,Tech,$80k–$120k,0.07
48,Other,High School,"Python, Design, Communication","Education, Healthcare, Technology",Data Scientist,Tech,$90k–$140k,0.08
56,Female,High School,"Design, Python, Data Analysis","Technology, Art, Finance",Data Scientist,Tech,$90k–$140k,0.08
54,Female,PhD,"Design, Management, Python, Communication","Technology, Education, Healthcare",Graphic Designer,Creative,$40k–$60k,0.03
57,Female,PhD,"Communication, Java, Management, Design","Art, Healthcare",Software Engineer,Tech,$80k–$120k,0.07
65,Female,Master’s,"Java, Python, Data Analysis, Management","Technology, Education",Graphic Designer,Creative,$40k–$60k,0.03
36,Male,High School,"Java, Python","Technology, Healthcare, Finance",Data Scientist,Tech,$90k–$140k,0.08
61,Other,High School,"Python, Management","Art, Education, Healthcare",Data Scientist,Tech,$90k–$140k,0.08
30,Female,High School,"Management, Data Analysis, Communication","Technology, Education",Software Engineer,Tech,$80k–$120k,0.07
33,Male,Bachelor’s,"Python, Data Analysis, Design, Management",Technology,Software Engineer,Tech,$80k–$120k,0.07
37,Other,PhD,"Java, Data Analysis, Management","Art, Finance, Technology",Software Engineer,Tech,$80k–$120k,0.07
29,Other,Master’s,"Communication, Java","Art, Technology, Healthcare",Graphic Designer,Creative,$40k–$60k,0.03
45,Female,PhD,"Python, Communication, Java, Design","Education, Healthcare",Graphic Designer,Creative,$40k–$60k,0.03
40,Other,Bachelor’s,"Design, Management, Java",Education,Graphic Designer,Creative,$40k–$60k,0.03
40,Female,Master’s,"Python, Communication, Java",Healthcare,Graphic Designer,Creative,$40k–$60k,0.03
61,Female,Master’s,"Java, Data Analysis","Education, Technology",Graphic Designer,Creative,$40k–$60k,0.03
35,Other,Master’s,"Java, Management, Design","Healthcare, Finance",Graphic Designer,Creative,$40k–$60k,0.03
34,Female,Bachelor’s,"Management, Communication, Java",Education,Data Scientist,Tech,$90k–$140k,0.08
47,Other,Master’s,"Python, Communication",Technology,Graphic Designer,Creative,$40k–$60k,0.03
58,Female,High School,"Data Analysis, Design, Java","Education, Art",Software Engineer,Tech,$80k–$120k,0.07
43,Other,Master’s,"Java, Python, Design",Technology,Graphic Designer,Creative,$40k–$60k,0.03
29,Other,PhD,"Design, Java, Communication","Art, Technology, Education",Data Scientist,Tech,$90k–$140k,0.08
23,Female,High School,"Design, Python, Communication, Data Analysis","Technology, Healthcare, Art",Software Engineer,Tech,$80k–$120k,0.07
27,Male,High School,"Communication, Management","Education, Finance",Graphic Designer,Creative,$40k–$60k,0.03
57,Female,Bachelor’s,"Design, Management","Healthcare, Technology",Software Engineer,Tech,$80k–$120k,0.07
51,Female,Master’s,"Design, Java, Data Analysis","Art, Finance",Data Scientist,Tech,$90k–$140k,0.08
29,Female,Bachelor’s,"Python, Data Analysis, Management","Healthcare, Art",Data Scientist,Tech,$90k–$140k,0.08
46,Male,High School,"Java, Design","Art, Finance",Software Engineer,Tech,$80k–$120k,0.07
45,Other,High School,"Python, Java, Communication, Data Analysis","Art, Finance, Healthcare",Software Engineer,Tech,$80k–$120k,0.07
33,Female,High School,"Communication, Data Analysis, Design, Python",Education,Graphic Designer,Creative,$40k–$60k,0.03
44,Female,High School,"Communication, Design, Python, Java","Art, Technology",Software Engineer,Tech,$80k–$120k,0.07
31,Male,Master’s,"Communication, Data Analysis, Java","Technology, Art",Software Engineer,Tech,$80k–$120k,0.07
39,Female,Master’s,"Communication, Management, Python","Finance, Technology",Graphic Designer,Creative,$40k–$60k,0.03
45,Other,High School,"Python, Design, Communication, Java","Education, Finance, Healthcare",Software Engineer,Tech,$80k–$120k,0.07
29,Female,High School,"Data Analysis, Communication, Java",Healthcare,Software Engineer,Tech,$80k–$120k,0.07
54,Male,PhD,"Java, Design, Communication",Healthcare,Software Engineer,Tech,$80k–$120k,0.07
